RequirementText,Class
Administrators shall ability modify information relating Clinical Site,F
Administrators shall ability modify information relating Clinical Lab Section,F
Administrators shall ability modify information relating Nursing Student,F
Disputes System must accessible internal external user,F
Disputes System must prevent user accessing dispute case belong cardholder base,F
Disputes System facilitate direct data entry dispute case via user interface support real time response user,F
Disputes System must provide different level access regard dispute case initiation followup action,F
Disputes System shall provide view access capability authorized user application,F
Disputes System shall provide update access capability authorized user application,F
Disputes System must allow user select disputable transaction user interface initiate dispute selected transaction,F
Disputes System must provide user ability initiate single dispute case multiple transaction belong single merchant,F
Disputes System provide user ability create initiate ticket retrieval request,F
Disputes System must allow user create three unique type ticket retrieval request,F
Disputes System must prevent external user requesting original receipt,F
Disputes System must provide confirmation user upon creation ticket retrieval request,F
Disputes System shall allow user create initiate chargeback request,F
Disputes System must provide confirmation user upon creation chargeback request,F
Disputes System shall prevent creation duplicate dispute request time,F
Disputes System shall accurately provide list possible reason code given transaction,F
Disputes System must provide ability view existing dispute case,F
Disputes System must provide Search functionality,F
list dispute case meet entered search criterion must provided user,F
Disputes System shall provide user ability view history activity occurred dispute case,F
Dispute System shall provide user ability follow dispute case via followup action,F
Disputes System shall record name user date activity creates modifies dispute case system,F
systematic action occurs case dispute aging process case activity generated,F
letter request must formatted according guideline specified Print Letter Utility system,F
dispute case closed month must purged online dispute database,F
user shall search preferred repair facility using vehicle vehicle location radius mile,F
vehicle data shall include vehicle year make model,F
vehicle location shall include street address city state zipcode,F
system shall resolve zipcode street address city state zipcode unknown,F
search radius shall mile,F
system shall locate preferred repair facility highest rating input criterion,F
adjuster shall enter preferred repair facility estimate assignment,F
adjuster shall able override preferred repair facitlity estimate assignment,F
preferred repair facility shall returned user,F
system shall return list repair facility within radius preferred repair facility determined,F
estimator shall search available recycled part using damaged vehicle part information,F
estimator shall search available recycled part using list preferred part supplier,F
system shall search available recycled part supplied vehicle part supplier,F
estimator shall search zipcode radius mile part found preferred part supplier,F
system shall retain available recycled part supplier returned search,F
available recycled part information supplier shall returned user,F
estimator shall apply selected recycled part collision estimate,F
estimator shall apply recycled part collision estimate available part returned,F
adjuster shall review collision estimate,F
adjuster shall request recycled part audit collision estimate,F
recycled part search result provided estimator shall retrieved system,F
system shall generate audit report based available recycled part collision estimate,F
audit report shall include total number recycled part used estimate,F
audit report shall include number available recycled part original search result,F
audit report shall include percentage available recycled part used estimate,F
audit report shall include total score audit sum indivual line item,F
audit report shall displayed user,F
audit report shall available adjuster later point time,F
user shall select view preferred repair facility rating,F
current repair facility rating shall displayed user,F
system display blank set rating rating yet defined,F
user shall enter new rating based audit report,F
rating shall scale,F
rating shall include category attempted use recycled part actual use recycled part,F
user shall select save preferred repair facility rating,F
preferred repair facility rating shall saved system,F
product shall record meeting entry,F
product notify employee meeting invitation,F
product shall ability send meeting reminder employee,F
product shall assign organizer contact information meeting create,F
product record meeting acknowledgement,F
product shall store new conference room,F
product shall update existing conference room,F
product able delete conference room,F
product shall able store new room equipment,F
product update existing room equipment,F
product shall able delete room equipment,F
product shall allow organizer invite employee meeting,F
time conference room reserved conference room schedule shall updated reflect time date reservation,F
product shall record transportation status equipment reserved,F
product shall display map company building showing conference room location,F
product shall record updated meeting agenda,F
product shall send meeting confirmation meeting organizer,F
product shall display room equipment according search parameter,F
product shall display conference room according search parameter,F
product shall record different meeting type,F
product shall record equipment reserved,F
product shall notify building personnel equipment transport request,F
product allow priviledged user view meeting schedule multiple reporting view,F
product shall able send meeting notification via different kind enduser specified method,F
product shall customizable Look Feel,F
product shall intuitive user interface,F
product display available status unreserved conference room,F
website allow customer search movie title actor director,F
website display movie description actor director entered administrator,F
website shall request authorize credit card payment allowing user stream movie,F
Users shall able stream purchased movie via Windows Media Player day purchase date,F
Website shall allow customer view review selected movie customer,F
Website shall allow customer add movie review selected movie,F
System allow customer pay streaming movie prepaid card,F
Website shall allow customer purchase prepaid card,F
System shall automatically update main page website every Friday,F
System shall allow user update billing contact information,F
Prepaid card shall distributed via email via printed paper card,F
registered customer purchase streaming movie,F
Movies streamed customer purchased movie,F
Website must able support free trial period various parameter set Izogn Manager,F
streaming movie sale logged database accessible administrator,F
registered customer information shall stored maintained database even customer cancel account,F
Daily usage statistic logged accessible administrator,F
owner shall free access streaming movie,F
product shall maintain list player,F
product shall allow user identify player,F
game initiated product shall make player assigned game unavailable selection list player,F
product shall allow user remove list player time,F
product shall make inactive player unavailable selection list player,F
product shall remove player inactive hour list player,F
product shall allow player initiate game selecting another available player list player,F
game initiated product shall display defensive grid player,F
game initiated product shall display offensive grid player,F
product shall prevent player viewing offensive defensive grid player,F
game initiated product shall allow player position ship respective defensive grid,F
product shall allow player position ship horizontally grid,F
product shall allow player position ship vertically grid,F
product shall allow player position ship diagonally grid,F
product shall prevent player overlapping ship grid,F
player positioned ship product shall define status player,F
turn product shall identify one player offensive status one player defensive status,F
product shall maintain status player turn either offensive defensive,F
start turn product shall notify player status,F
turn product shall allow offensive player define shot,F
shot product shall examine defensive grid defensive player determine whether shot hit miss,F
shot product shall notify player whether shot hit miss,F
shot product shall mark shot hit miss defensive grid defensive player,F
shot product shall mark shot hit miss offensive grid offensive player,F
hit result sinking ship product shall notify player ship sunk,F
hit result sinking ship product shall mark ship sunk defensive grid defensive player,F
hit result sinking ship product shall indicate type ship sunk defensive grid defensive player,F
hit result sinking ship product shall mark ship sunk offensive grid offensive player,F
shot marked hit product shall allow offensive player define shot,F
shot marked miss product shall change status offensive player defensive,F
shot marked miss product shall change status defensive player offensive,F
product shall continue assign turn game ended,F
product shall end game hit offensive player result sinking last defensive player ship,F
product shall allow player end game time game,F
game ended product shall notify player game ended,F
notification game ending include reason game ended,F
game ended product shall allow player identify available player list player,F
game ended product shall allow player remove list player,F
product shall available distribution via Internet binary ZIP file,NF
product expected run Windows Palm operating system,NF
product shall use symbol word naturally understandable realtor community,NF
Reports must generated within one button click exported within one button click selection,NF
system shall interface CampusConnect central server,NF
product must developed J2SEJ2EE programming language library,NF
merchant service representative shall able successfully perform follow action dispute case,NF
system shall perform user time,NF
product shall display grid within circle view periscope,NF
Product installation upgrade shall handled middleware technology team,NF
PHP code comply PEAR standard,NF
user shall able use system one day training,NF
Movies shall encoded 56k 256k stream,NF
system shall used within specification defined computer used Administrators,NF
product must work database management system market whether DBMS,NF
System shall let administrator generate unique prepaid pin minute,NF
website use Flash provide animation home page,NF
website shall capable supporting customer,NF
WCS system shall ability connect designated WCS database currently included system,NF
product must support Mozilla Firefox,NF
user interface shall standard menu button navigation,NF
System shall let customer register website temporary user minute,NF
screen created part Disputes application must comply corporate standard interface creation,NF
112k connection faster system response time operation must second time,NF
page shall contain similar format action item one location navigation button different location,NF
System shall let existing customer log website email address password second,NF
movie shall streamed demand time day,NF
maintenance release shall take longer minute customer base install,NF
product shall allow customization start page view preference,NF
product must comply intranet page standard requirement ENET Securities,NF
product shall allow user view previously downloaded search result,NF
Adjusters Collision Estimators shall find product easy use,NF
system shall intuitive Program Administrators Nursing Staff Members,NF
week training prior product implementation user shall complete budget within stipulated time,NF
response shall fast enough avoid interrupting user flow thought,NF
preferred repair facility returned within second,NF
authorized user shall access student personal information,NF
product shall available use hour per day day per year,NF
product shall provide asynchronous messaging enable parallel processing reduce overhead communication,NF
product shall able installed operating environment within day,NF
authorized personnel access customer record database,NF
application shall run web application server,NF
number user expected grow time within next year,NF
interface usability survey beta tester must report interface adequately simple,NF
Collision Estimators shall agree productivity increase within month using product,NF
primary database used store cached data active user,NF
user account revoked reinstantiated System Administrator,NF
system shall operate within Windows Professional operating system,NF
product shall ensure accessed authorized user,NF
verbiage used within system shall consistent Standard English terminology national Nursing Community,NF
Promotional update website take day update,NF
product shall expected operate least year customer installation,NF
response time shall fast enough maintain flow game,NF
website use standard Internet convention interacting user,NF
manager able perform search query reservation user,NF
Commissioner authorized user per league adjust league setting,NF
update data file database must initiated Disputes System,NF
product shall available normal business hour,NF
56k connection system response time operation must second time,NF
maximum wait time user navigating one screen another within Disputes application shall second,NF
page shall contain navigation menu show index current page contained,NF
website appeal Africans Nigerians,NF
Disputes application shall support concurrent user without degradation performance application,NF
Staff member shall able complete set task timely manner,NF
ship sunk product shall simulate sound sinking ship,NF
list dispute case displayed search performed must color coded,NF
streaming server support maximum movie,NF
maintenance product fall within established corporate maintenance window,NF
product shall help System Administrators analyze transaction adhoc reporting KPIs,NF
Disputes application shall interface Letters application,NF
Disputes application must conform legal requirement specified Merchant Operating Regulations,NF
application shall ask user confirm dropping player trading player performing action,NF
product shall available time regular business day,NF
product shall easy customer novice skill Internet purchase watch streaming movie,NF
message main board contain first character message,NF
authorized user shall access RFS system,NF
cardmember service representative shall able successfully create dispute case,NF
Disputes application shall ensure user appropriate access level allowed initiate dispute request,NF
time system become available within hour time situation reported,NF
product shall produce search result acceptable time,NF
Susan Poslusny Karen Sysol people shall access final class section scheduling,NF
product shall display type ship grid using image specific type ship,NF
product shall respond fast keep uptodate data display,NF
search recycled part shall take longer second,NF
preferred repair facility rating shall saved within second,NF
selection navigation functionality must able activatedselected either mouse keyboard,NF
system shall use IBM branding standard,NF
product new major feature introduced every six month quarterly maintenance release every six month,NF
Users shall able reach player page one click team owner page,NF
user satisfied product,NF
product shall easy System Administrators DBAs use two week usage,NF
must able interface HTML browser,NF
System shall let customer cancel account process shall take longer minute,NF
product shall support Transparent Resource addition provide scalability avoid service interruption day,NF
product shall free computer virus,NF
website shall continue operate payment gateway,NF
product must make use webapplication server technology,NF
search result shall returned later second user entered search criterion,NF
product shall allow user select chosen language one target market country,NF
product shall operate offline mode whenever internet connection unavailable,NF
System shall let administrator deactivate customer account minute,NF
system shall displayable work computer CCR user may,NF
RFS system able easily interface BDW environment order load data,NF
product shall use symbol word naturally understandable user familiar website,NF
DBMS may located machine product separate machine residing computer network,NF
product shall able process transaction per hour within two year launch,NF
hardware supporting current website used support new system,NF
User access limited permission granted role,NF
product shall ensure supervisor view schedule caller,NF
product shall prevent input malicious data,NF
product shall simulate look ship sea,NF
website shall continue operate streaming server,NF
Callers supervisor shall learn use system within minute,NF
CMA report shall returned later second user entered CMA report criterion,NF
One training session held CCR user system deployment,NF
Disputes application shall interface Statement Database,NF
Movies shall encoded streamed via Windows Media Player,NF
product shall generate CMA report acceptable time,NF
Nine ten user shall able successfully complete game training,NF
product shall adhere corporate Architecture guideline,NF
product shall internet browser independent,NF
product shall fail available online time,NF
product shall installed untrained realtor without recourse separatelyprinted instruction,NF
product shall prevent data incorrect data introduced,NF
product shall create exception log problem encountered within product,NF
survey respondent target market country find language product acceptable,NF
new user able log system within minute,NF
Washing parameter updated scheduled maintenance hour,NF
product shall conform Americans Disabilities Act,NF
product shall poll system new message maximum every second,NF
product expected integrate multiple database management system,NF
system shall interface student master server,NF
product shall learned two day onsite training,NF
user able successfully reserve conference room within minute product use,NF
new user shall able start display event activity within minute using product,NF
lead washing process operate within established physical web service structure,NF
website shall protect intentional abuse notify administrator occurrence,NF
system shall professional appearance,NF
end user able integrate new database management system product without changing product software code,NF
product shall run existing hardware environment,NF
Disputes application shall interface Merchant Information Database,NF
system must available use 1200AM 600PM day year,NF
system shall notify customer change information policy,NF
product shall able display calendar date time according user locale,NF
System shall able automatically backup business data restore demand,NF
Data integrity script run weekly basis verify integrity database,NF
System shall let administrator addremove movie website minute,NF
Users direct access data file database,NF
system shall built secure possible malicious interference,NF
interface report undergo usability test CCR user,NF
Disputes application must conform legal requirement specified Regulation Regulation govern credit card dispute processing,NF
product shall conservative professional appearance,NF
response time shall second response remaining response,NF
business rule specified Disputes System shall compliance guideline Regulation Regulation,NF
System shall let administrator addremove category website minute,NF
system shall protect private information accordance organization information policy,NF
access system system available time,NF
software product expected run Windows platform Linux platform,NF
user surveyed report regularly using product first week postlaunch,NF
estimator product shall able operated repair facility dirty noisy condition,NF
system shall basic data integrity checking reduce possibility incorrect invalid data introduced,NF
system must use nomenclature used existing WCS system report,NF
server support maximum simultaneous user,NF
product shall ensure supervisor advertise empty time slot,NF
Website must interface CyberSource API process credit card transaction,NF
product shall supported using corporate support center,NF
user surveyed report product accurately confirms action,NF
product able used novice user Internet,NF
Disputes application shall ensure authorized user allowed logon application,NF
product shall fault avoidance based standard adoption,NF
product shall store message minimum one year audit purpose,NF
product shall fault tolerance using recovery technique compensatory transaction routing around failure,NF
WCS system shall run Windows environment,NF
product shall able handle large number game simultaneously,NF
product shall ensure database data corresponds data entered user,NF
application shall downtime minute per year,NF
System shall allow minimum user work time,NF
system shall meet licensing requirement set forth appropriate organization order stream African movie,NF
Users without collision estimator role shall access search recycled part,NF
system shall easy use Program Administrators Nursing Staff Members,NF
product shall consistent color scheme font,NF
product shall able installed specified environment within working day,NF
System shall let customer register website unlimited user minute,NF
User help found within system,NF
product shall ability receive automatic software update new threat emerge,NF
product shall ensure supervisor enter caller schedule,NF
product shall expected operate within maximum maintenance budget minimum year,NF
application brought within scheduled outage per availability schedule,NF
team owner need use username password order authenticated reach team owner page,NF
Application update shall occur 3AM CST Wednesday morning middle NFL season,NF
process must fit within processing time condition set forth Auto Rep Assignment process,NF
WCS system shall ability include data region outside United States,NF
product shall available distribution packaged,NF
website shall offensive religious ethnic group,NF
system shall reveal private information compliance organization information policy,NF
Aside server failure software product shall achieve time,NF
credit card information encrypted database,NF
10x10 projection screen viewer must able read event activity data viewing distance,NF
recycled part audit report shall returned user within second,NF
website design modern clean concise,NF
authorized personnel access sale information,NF
customer information stored secure database accessible authorized personnel,NF
average number recycled part record per day shall,NF
product shall available player understand English Spanish French,NF
product shall retain customer buying preference information,NF
product shall accommodate new technology without change architecture,NF
adjuster request recycled part audit report,NF
cardmember service representative shall use Disputes application regularly 2day training course,NF
interface usability survey beta tester must report interface appealing,NF
product shall able support simultaneous user,NF
Disputes application shall interface Cardmember Posting Billing System,NF
product shall provide multithreading technology well load balancing overcome data load spike traffic,NF
appearance product shall appear professional,NF
product shall comply City Chicago Application Development Guide Framework,NF
system provide hour toll free number support customer,NF
system shall prevent malicious attack including denial service,NF
System shall utilize currently owned computer equipment,NF
new user shall able navigate league page within second reaching startup page,NF
system shall use symbol word naturally understandable user community,NF
Cookies containing login information user stored user computer,NF
authorized user shall access portion system interface CampusConnect,NF
product shall help System Administrators DBAs resolve transaction error time,NF
user Update access must able initiate dispute request,NF
change user password andor permission take affect part System,NF
system shall use organization standard virus protection software help monitor threat,NF
product shall used office environment,NF
system shall used realtor training,NF
Every user system shall authenticated authorized,NF
product shall able support multiple remote user,NF
customer shall able easily integrate new building map product throughout product lifecycle,NF
product Look Feel shall able incorporate aspect customer organization logo branding identity,NF
registered customer purchase streaming movie,NF
product shall use standard navigation menu familiar web user,NF
must able interface Internet Explorer Firefox browser,NF
streaming server support simultaneous streaming connection,NF
One insurance company shall able view another insurance company claim data,NF
customer stream movie purchased within day viewing period,NF
system shall cater simultaneous user 9am 5pm,NF
shot marked hit product shall simulate sound shot hitting target,NF
business rule specified Disputes System shall compliance Merchant Operating Regulations,NF
Users shall able view least NFL player statistic point page,NF
product dependent database shall crash time malicious data input product,NF
Users navigate maximum page create account website,NF
product shall interface ChoiceParts system per day approximately,NF
number mistake noted student shall decreased first year,NF
addition new user modification user access shall recorded User Report,NF
Callers supervisor must able accomplish system task within minute,NF
anonymous survey show customer comfortable purchasing streaming movie week using website,NF
product shall comply insurance regulation regarding claim processing,NF
product shall retain user preference event failure,NF
Changes revenue must applied RFS system every year,NF
database management system Oracle DB2 MySql need integrated product,NF
website shall make user aware information practice collection data via Privacy Policy,NF
product shall maximum message processing time second,NF
viewer must able determine event activity occuring current time viewing distance,NF
