RequirementText,Class
all streaming movie sale will be logged in the database and accessible by the administrator,F
all registered customer information shall be stored and maintained in the database even after the customer cancel their account,F
daily usage statistic should be logged and accessible by the administrator,F
the owner shall have free access to all of the streaming movie,F
no lead evaluation will complete in a time period longer than 25 second for 97 percent of all lead processed,NF
for lead that process longer than 25 second the system will record the event and duration,NF
the process must fit within the processing time condition set forth by the auto rep assignment process,NF
the lead washing process will operate within the established physical web service structure,NF
the washing process must use a non binding neutral data format when receiving and processing lead data,NF
defect report will be available to technical unit on a 24x7 basis,NF
washing parameter will be updated during scheduled maintenance hour,NF
the product shall simulate the look of ship at sea,NF
the product shall display the grid within a circle a a view from a periscope,NF
the product shall display each type of ship in a grid using an image of the specific type of ship,NF
when the offensive player take a shot the product shall simulate the sound of a ship at sea,NF
when a shot is marked a a miss the product shall simulate the sound of a shot missing it target,NF
when a shot is marked a a hit the product shall simulate the sound of a shot hitting it target,NF
when a ship is sunk the product shall simulate the sound of a sinking ship,NF
the product shall be available 24 hour per day seven day per week,NF
the product shall able to handle a large number of game simultaneously,NF
the response time shall be no more than 2 second for 95 percent of response and no more than 4 percent for the remaining response,NF
the product shall provide player no access to information that might reveal the identity of another player,NF
nine out ten user shall be able to successfully complete a game with no training,NF
the product shall be available to player who understand english spanish and french,NF
the product shall provide player no access to information that might reveal the identity of another player,NF
the response time shall be fast enough to maintain the flow of the game,NF
the product shall maintain a list of player,F
the product shall allow a user to identify himself or herself a a player,F
once a game ha been initiated the product shall make the player assigned to the game unavailable for selection from the list of player,F
the product shall allow a user to remove himself or herself from the list of player at any time,F
the product shall make inactive player unavailable for selection from the list of player,F
the product shall remove player who have been inactive for 24 hour from the list of player,F
the product shall allow a player to initiate a game by selecting another available player from the list of player,F
once a game is initiated the product shall display a defensive grid to each player,F
once a game is initiated the product shall display an offensive grid to each player,F
the product shall prevent a player from viewing the offensive or defensive grid of the other player,F
once a game is initiated the product shall allow each player to position their 5 ship on their respective defensive grid,F
the product shall allow a player to position ship horizontally on their grid,F
the product shall allow the player to position ship vertically on their grid,F
the product shall allow the player to position ship diagonally on their grid,F
the product shall prevent the player from overlapping ship on their grid,F
when both player have positioned their ship the product shall define the status of each player,F
for each turn the product shall identify one player a offensive status and one player a defensive status,F
the product shall maintain the status of each player for a turn either offensive or defensive,F
at the start of each turn the product shall notify each player of his or her status,F
for each turn the product shall allow the offensive player to define a shot,F
for each shot the product shall examine the defensive grid of the defensive player to determine whether the shot wa a hit or miss,F
for each shot the product shall notify the player whether the shot wa a hit or miss,F
for each shot the product shall mark the shot a a hit or miss on the defensive grid of the defensive player,F
for each shot the product shall mark the shot a a hit or miss on the offensive grid of the offensive player,F
when the hit result in sinking a ship the product shall notify the player that the ship wa sunk,F
when the hit result in sinking a ship the product shall mark the ship a sunk on the defensive grid of the defensive player,F
when the hit result in sinking a ship the product shall indicate the type of ship sunk on the defensive grid of the defensive player,F
when the hit result in sinking a ship the product shall mark the ship a sunk on the offensive grid of the offensive player,F
if the shot wa marked a a hit the product shall allow the offensive player to define a shot,F
if the shot wa marked a a miss the product shall change the status of the offensive player to defensive,F
if the shot wa marked a a miss the product shall change the status of the defensive player to offensive,F
the product shall continue to assign turn until the game is ended,F
the product shall end a game when a hit by the offensive player result in sinking the last of the defensive player ’ s ship,F
the product shall allow a player to end a game at any time during the game,F
when a game is ended the product shall notify the player that the game is ended,F
the notification of the game ending will include the reason the game is ended,F
when a game is ended the product shall allow each player to identify himself or herself a an available player in the list of player,F
when a game is ended the product shall allow each player to remove himself or herself from the list of player,F
caller and supervisor must be able to accomplish any system task within 2 minute,NF
caller and supervisor shall learn how to use the system within 10 minute,NF
the system shall be fast and responsive,NF
on a 56k connection the system response time for all operation must be no more than 6 second 90 percent of the time,NF
on a 112k connection or faster the system response time for all operation must be no more than 3 second 90 percent of the time,NF
the system must be available for use between 1200am and 600pm all day of the year,NF
the product shall be internet browser independent,NF
the product shall ensure that only supervisor can advertise empty time slot,NF
the product shall ensure that only supervisor can enter a caller ’ s schedule,NF
the product shall ensure that only supervisor can view schedule of all caller,NF
in the interface and usability survey 90 percent of beta tester must report that the interface is adequately simple,NF
in the interface and usability survey 80 percent of beta tester must report that the interface is appealing,NF
the product shall provide gui based monitoring service for system administrator,NF
the product shall comply with city of chicago application development guide framework,NF
the product shall be easy for system administrator and dba to use after two week of usage,NF
the product shall help the system administrator and dba to resolve transaction error 99 percent of the time,NF
the product shall help system administrator to analyze the transaction with adhoc reporting and kpis,NF
the product shall provide asynchronous messaging to enable parallel processing and reduce the overhead in communication,NF
the product shall provide multithreading technology a well a load balancing to overcome data load spike and traffic,NF
the product shall have a maximum message processing time of 2 second,NF
the product shall poll the system for new message at a maximum of every 1 second,NF
the product shall support transparent resource addition to provide scalability and avoid service interruption of more than 1 day,NF
the product shall be available 9999 percent of the time for regular business day,NF
the product shall have fault avoidance based on standard adoption,NF
the product shall have fault tolerance by using recovery technique compensatory transaction and routing around failure,NF
the product shall process minimum of 1 million transaction per year,NF
the product shall enable access to any type of development environment and platform,NF
the product shall exchange message between csr and eam on a real time basis without any direct interface between two system,NF
the product shall continue to operate during upgrade change or new resource addition,NF
the product will have a new major feature introduced every six month and quarterly maintenance release every six month,NF
the product shall accommodate any new technology without any change in it architecture,NF
the product shall provide authentication and authorization,NF
the product shall enable privacy by encryption wssecurity and integrity checking,NF
the product shall store message for a minimum of one year for audit and transaction tracking purpose,NF
the interface must have one ibm logo and one ccr logo,NF
the system shall use ibm and ccr branding standard,NF
the system shall be displayable on any work computer a ccr user may have,NF
the system must use the same nomenclature used in the existing wcs system and report,NF
every report type must have at least one high level summary shown in the result dashboard,NF
100 percent of all selection and navigation functionality must be able to be activated/selected by either a mouse or a keyboard,NF
the interface should adhere to ibm usability standard,NF
report must be generated within one button click and exported within one button click after selection,NF
after one use a user should understand and remember 90 percent of the system usage and navigation,NF
one training session will be held for 100 percent of ccr user before system deployment,NF
all interface and report will undergo usability test by ccr user,NF
the wcs system shall have the ability to connect other designated wcs database currently not included in the system,NF
the wcs system shall have the ability to include data for region outside the united state,NF
the wcs system shall be run in a window environment,NF
the wcs system must run query to the wcs database once again to update the available data available to ccr user,NF
all change update and addition to the wcs system shall be updated in the wcs developer and wcs user guide,NF
user must be authenticated using their ibm intranet user name and password,NF
cooky containing login information about a user will not be stored on a user ’ s computer,NF
each team owner will need to use a username and password in order to be authenticated to reach the team owner ’ s page,NF
the commissioner will be the only authorized user per league to adjust league setting,NF
each page shall contain a navigation menu which show the index into which the current page is contained,NF
each page shall contain a similar format with action item in one location and navigation button in a different location,NF
